customerid,domestic,recency_score,frequency_score,monetary_score,cust_matrix
17520,True,1,1,2,lost_cust
15052,True,1,1,1,lost_cust
15589,True,1,3,2,lost_cust
15904,True,3,1,1,new_cust
13737,True,1,1,1,lost_cust
14645,True,1,2,2,lost_cust
14788,True,3,2,2,star_cust
12987,True,1,2,2,lost_cust
15133,True,1,3,2,lost_cust
14658,True,3,2,1,star_cust
16400,True,1,1,1,lost_cust
12579,False,1,1,2,lost_cust
14585,True,2,1,1,lost_cust
14824,True,3,3,3,star_cust
14820,True,3,3,2,star_cust
13427,True,3,2,2,star_cust
15364,True,1,2,2,lost_cust
14708,True,3,3,2,star_cust
13833,True,1,1,2,lost_cust
16146,True,1,3,2,lost_cust
18078,True,1,2,1,lost_cust
15468,True,2,2,2,problem_cust
14652,True,1,1,1,lost_cust
15947,True,1,1,3,lost_cust
17489,True,1,2,2,lost_cust
556091,True,1,2,2,lost_cust
558046,False,1,2,2,lost_cust
18085,True,1,2,2,lost_cust
14082,True,1,1,1,lost_cust
14164,True,1,2,3,lost_cust
15326,True,1,1,1,lost_cust
556094,True,1,2,1,lost_cust
16152,True,1,1,3,lost_cust
15475,True,1,1,2,lost_cust
14273,True,2,3,2,problem_cust
18018,True,1,2,1,lost_cust
13193,True,1,1,1,lost_cust
17197,True,2,1,2,lost_cust
15435,True,3,1,1,new_cust
15551,True,2,1,2,lost_cust
15746,True,1,1,1,lost_cust
12426,False,1,1,2,lost_cust
16030,True,1,1,2,lost_cust
17361,True,2,3,2,problem_cust
16104,True,1,1,1,lost_cust
15182,True,1,2,2,lost_cust
15780,True,1,3,2,lost_cust
15541,True,1,1,1,lost_cust
13005,True,1,2,2,lost_cust
17712,True,2,1,2,lost_cust
15754,True,2,3,2,problem_cust
14722,True,1,1,1,lost_cust
14173,True,3,3,2,star_cust
17569,True,1,1,1,lost_cust
13506,True,1,2,2,lost_cust
15163,True,3,2,1,star_cust
14644,True,1,2,2,lost_cust
17235,True,2,2,2,problem_cust
13085,True,1,2,1,lost_cust
13189,True,3,2,1,star_cust
14270,True,1,1,2,lost_cust
16621,True,2,3,2,problem_cust
17990,True,1,3,2,lost_cust
12420,False,1,1,2,lost_cust
560292,True,1,2,1,lost_cust
15147,True,1,1,2,lost_cust
17582,True,1,1,1,lost_cust
16475,True,1,3,2,lost_cust
12922,True,1,1,2,lost_cust
12920,True,3,1,1,new_cust
13417,True,3,2,2,star_cust
17892,True,1,3,1,lost_cust
15448,True,1,1,2,lost_cust
12999,True,1,2,2,lost_cust
13974,True,2,1,2,lost_cust
12384,False,2,2,2,problem_cust
17374,True,1,2,2,lost_cust
16825,True,2,2,2,problem_cust
16732,True,2,1,2,lost_cust
15543,True,1,1,1,lost_cust
14022,True,1,1,2,lost_cust
12923,True,1,1,1,lost_cust
17333,True,1,1,2,lost_cust
15963,True,3,2,2,star_cust
14570,True,1,1,1,lost_cust
16182,True,1,3,3,lost_cust
15417,True,1,1,2,lost_cust
14851,True,3,2,2,star_cust
13721,True,2,1,2,lost_cust
18155,True,1,3,1,lost_cust
17502,True,3,3,2,star_cust
15840,True,1,2,2,lost_cust
16811,True,3,2,2,new_cust
12811,False,1,2,2,lost_cust
17313,True,2,1,3,lost_cust
14037,True,1,2,1,lost_cust
16816,True,1,3,2,lost_cust
13643,True,2,2,2,problem_cust
12573,False,1,1,1,lost_cust
17462,True,1,2,2,lost_cust
17033,True,1,3,2,lost_cust
15300,True,1,1,2,lost_cust
17386,True,3,3,3,star_cust
13705,True,3,2,2,star_cust
15121,True,2,2,2,problem_cust
12664,False,3,3,3,star_cust
539337,False,1,1,2,lost_cust
13368,True,1,2,2,lost_cust
542867,True,1,1,1,lost_cust
18114,True,1,1,1,lost_cust
13885,True,1,2,2,lost_cust
16574,True,1,1,2,lost_cust
14331,True,1,2,2,lost_cust
16018,True,2,2,2,problem_cust
16352,True,3,2,2,star_cust
16025,True,2,1,2,lost_cust
17423,True,2,2,2,problem_cust
546364,True,1,1,1,lost_cust
13038,True,1,2,2,lost_cust
17898,True,1,2,1,lost_cust
18011,True,1,1,1,lost_cust
13358,True,1,1,2,lost_cust
13859,True,1,1,1,lost_cust
13748,True,1,3,2,lost_cust
17222,True,1,1,1,lost_cust
14873,True,1,1,2,lost_cust
16863,True,2,2,2,problem_cust
14636,True,2,2,2,problem_cust
17935,True,1,2,1,lost_cust
12781,False,1,2,2,lost_cust
14744,True,3,3,2,star_cust
556513,True,1,2,1,lost_cust
16038,True,3,3,2,star_cust
14960,True,3,2,1,star_cust
14780,True,1,2,2,lost_cust
18062,True,1,3,2,lost_cust
15035,True,1,1,1,lost_cust
17133,True,3,3,3,star_cust
12930,True,1,2,2,lost_cust
17274,True,2,1,1,lost_cust
13892,True,2,3,2,problem_cust
17674,True,1,2,2,lost_cust
17495,True,3,2,2,star_cust
14586,True,1,1,1,lost_cust
17351,True,2,3,2,problem_cust
14997,True,2,3,2,problem_cust
13928,True,3,3,2,star_cust
13936,True,1,1,1,lost_cust
17621,True,3,3,3,star_cust
14912,False,3,2,2,star_cust
C547725,True,,,,
12993,True,3,3,2,star_cust
560778,True,1,2,1,lost_cust
12845,True,1,3,2,lost_cust
15469,True,2,2,2,problem_cust
15372,True,1,1,3,lost_cust
15988,True,3,1,1,new_cust
12695,False,3,3,2,star_cust
12808,False,2,2,2,problem_cust
14285,True,3,3,3,star_cust
13524,True,2,3,2,problem_cust
571652,False,2,2,2,problem_cust
14304,True,1,1,1,lost_cust
15165,True,1,1,2,lost_cust
12410,False,1,2,2,lost_cust
539743,True,1,1,1,lost_cust
16720,True,2,1,1,lost_cust
16708,True,2,1,2,lost_cust
15517,True,1,1,1,lost_cust
13244,True,1,1,1,lost_cust
566179,False,1,2,2,lost_cust
15768,True,1,3,2,lost_cust
14421,True,1,2,2,lost_cust
16643,True,1,1,2,lost_cust
12832,True,2,2,2,problem_cust
13603,True,2,1,1,lost_cust
16593,True,2,3,2,problem_cust
12816,False,1,2,2,lost_cust
12348,False,1,3,3,lost_cust
12740,False,1,1,2,lost_cust
15075,True,1,1,2,lost_cust
16298,True,3,3,2,star_cust
17078,True,2,2,1,problem_cust
13461,True,2,2,3,problem_cust
15648,True,1,2,2,lost_cust
13570,True,1,1,1,lost_cust
559042,True,1,2,1,lost_cust
12691,False,2,3,2,problem_cust
14311,True,1,1,1,lost_cust
13904,True,2,2,1,problem_cust
16955,True,1,3,2,lost_cust
15142,True,2,1,2,lost_cust
17878,True,2,1,2,lost_cust
17396,True,2,3,3,problem_cust
17880,True,1,1,2,lost_cust
14150,True,2,2,2,problem_cust
14139,True,2,1,2,lost_cust
14400,True,1,1,2,lost_cust
14403,True,1,3,3,lost_cust
13352,True,1,1,1,lost_cust
13594,True,2,1,2,lost_cust
16773,True,1,1,1,lost_cust
16884,True,2,2,2,problem_cust
13311,True,3,2,2,star_cust
17736,True,3,3,2,star_cust
18216,True,2,1,2,lost_cust
552539,False,1,2,2,lost_cust
16820,True,1,1,2,lost_cust
13573,True,2,2,1,problem_cust
16824,True,3,2,2,star_cust
13745,True,1,1,1,lost_cust
16838,True,1,2,2,lost_cust
16614,True,1,1,2,lost_cust
14100,True,1,1,1,lost_cust
13027,True,1,3,3,lost_cust
15528,True,1,1,1,lost_cust
17630,True,1,2,2,lost_cust
17540,True,2,2,2,problem_cust
16484,True,1,2,2,lost_cust
15304,True,1,3,2,lost_cust
15734,True,1,2,3,lost_cust
547993,False,1,2,2,lost_cust
557480,True,1,2,1,lost_cust
13398,True,1,1,2,lost_cust
17560,True,1,3,2,lost_cust
15092,True,1,2,2,lost_cust
13092,True,1,3,2,lost_cust
13248,True,1,2,2,lost_cust
14332,True,3,3,2,star_cust
17849,True,1,3,2,lost_cust
17573,True,2,3,2,problem_cust
15071,True,1,2,2,lost_cust
15342,True,1,1,2,lost_cust
14174,True,2,1,1,lost_cust
18112,True,3,2,1,star_cust
17960,True,1,1,1,lost_cust
16233,True,1,3,2,lost_cust
15454,True,1,1,1,lost_cust
13322,True,3,1,1,new_cust
15438,True,1,1,1,lost_cust
15213,True,1,2,2,lost_cust
12809,False,1,1,2,lost_cust
12447,False,1,1,2,lost_cust
558681,True,1,2,1,lost_cust
556083,True,1,2,1,lost_cust
18071,True,1,2,2,lost_cust
16278,True,1,1,2,lost_cust
12802,False,1,1,2,lost_cust
17542,True,1,1,1,lost_cust
14165,True,1,1,1,lost_cust
18164,True,2,1,2,lost_cust
13405,True,1,2,2,lost_cust
12596,False,2,2,2,problem_cust
14162,True,1,2,1,lost_cust
13538,True,2,3,3,problem_cust
559494,True,1,2,1,lost_cust
15292,True,1,1,1,lost_cust
575601,True,2,2,1,problem_cust
13670,True,1,1,2,lost_cust
12729,False,1,1,2,lost_cust
12591,False,1,1,2,lost_cust
541507,True,1,1,1,lost_cust
556429,True,1,2,1,lost_cust
550204,True,1,2,1,lost_cust
13675,True,1,2,2,lost_cust
15921,True,1,1,2,lost_cust
15057,True,1,2,3,lost_cust
17760,True,3,2,1,star_cust
16272,True,1,1,2,lost_cust
16751,True,2,1,3,lost_cust
14600,True,1,1,2,lost_cust
547219,True,1,2,2,lost_cust
12824,True,1,1,2,lost_cust
17076,True,2,3,2,problem_cust
17219,True,2,1,1,lost_cust
17194,True,1,1,1,lost_cust
14712,True,2,3,2,problem_cust
15774,True,1,1,1,lost_cust
13247,True,3,3,2,star_cust
12866,False,1,1,2,lost_cust
17233,True,2,1,1,lost_cust
16965,True,1,1,1,lost_cust
15789,True,1,1,1,lost_cust
12491,False,2,1,2,lost_cust
17859,True,1,1,1,lost_cust
15097,True,3,1,1,new_cust
12827,True,3,2,2,star_cust
13759,True,2,2,2,problem_cust
12394,False,1,2,2,lost_cust
15639,True,1,1,2,lost_cust
557641,True,1,2,1,lost_cust
15636,True,1,2,2,lost_cust
13584,True,1,1,1,lost_cust
558811,True,1,2,1,lost_cust
13873,True,1,3,2,lost_cust
12895,True,2,2,2,problem_cust
12792,False,1,1,2,lost_cust
17636,True,3,1,1,new_cust
12912,True,3,3,3,star_cust
12980,True,1,3,3,lost_cust
16441,True,1,2,2,lost_cust
14902,True,2,1,1,lost_cust
13414,True,1,2,3,lost_cust
14184,True,1,1,2,lost_cust
13853,True,1,1,2,lost_cust
13091,True,2,1,1,lost_cust
17486,True,1,1,2,lost_cust
12516,False,1,2,3,lost_cust
15314,True,1,1,2,lost_cust
15592,True,2,1,2,lost_cust
13750,True,1,3,3,lost_cust
17376,True,1,2,1,lost_cust
14628,True,1,2,2,lost_cust
14068,True,1,1,1,lost_cust
14317,True,1,1,2,lost_cust
577489,True,3,2,1,new_cust
15537,True,1,1,1,lost_cust
16650,True,1,1,2,lost_cust
17852,True,3,2,1,new_cust
556824,True,1,2,1,lost_cust
537253,True,1,1,2,lost_cust
16250,True,1,2,2,lost_cust
569896,True,1,2,1,lost_cust
15864,True,3,3,3,star_cust
12833,True,1,1,2,lost_cust
15975,True,1,1,2,lost_cust
16211,True,1,1,2,lost_cust
16803,True,1,1,2,lost_cust
16834,True,1,1,2,lost_cust
12601,False,1,3,2,lost_cust
18218,True,1,2,2,lost_cust
17134,True,1,2,2,lost_cust
14578,True,3,1,1,new_cust
17138,True,1,1,2,lost_cust
548310,True,1,2,1,lost_cust
15897,True,1,2,1,lost_cust
15837,True,1,1,2,lost_cust
17701,True,1,1,2,lost_cust
16763,True,1,1,2,lost_cust
558319,True,1,2,1,lost_cust
13615,True,1,1,1,lost_cust
17181,True,1,2,1,lost_cust
12506,False,1,1,1,lost_cust
14342,True,3,3,2,star_cust
16063,True,1,1,1,lost_cust
16999,True,3,2,2,star_cust
12945,True,1,1,2,lost_cust
16072,True,1,1,2,lost_cust
14512,True,1,2,1,lost_cust
547224,True,1,2,1,lost_cust
13485,True,1,1,2,lost_cust
15099,True,1,1,1,lost_cust
16378,True,1,3,2,lost_cust
17526,True,3,3,2,star_cust
16174,True,1,3,2,lost_cust
17836,True,2,1,1,lost_cust
16404,True,1,1,2,lost_cust
545315,True,1,1,1,lost_cust
12950,True,3,2,3,star_cust
13933,True,1,2,2,lost_cust
15345,True,2,1,2,lost_cust
558680,True,1,2,1,lost_cust
17985,True,3,1,1,new_cust
15090,True,1,1,2,lost_cust
17154,True,1,1,1,lost_cust
17588,True,1,3,3,lost_cust
17830,True,3,3,2,star_cust
12725,False,1,1,1,lost_cust
17658,True,2,2,2,problem_cust
16625,True,1,1,1,lost_cust
13249,True,1,2,2,lost_cust
15149,True,1,1,2,lost_cust
13649,True,1,2,1,lost_cust
13801,True,1,1,1,lost_cust
559489,True,1,2,1,lost_cust
16808,True,1,2,1,lost_cust
15882,True,1,3,2,lost_cust
18159,True,1,1,2,lost_cust
17711,True,3,2,1,star_cust
13359,True,1,1,2,lost_cust
17263,True,1,1,1,lost_cust
13338,True,1,1,2,lost_cust
17919,True,1,1,3,lost_cust
560999,True,1,2,1,lost_cust
15597,True,2,1,1,lost_cust
15230,True,1,2,2,lost_cust
15175,True,1,1,1,lost_cust
15225,True,1,1,2,lost_cust
15264,True,1,1,2,lost_cust
14413,True,1,1,1,lost_cust
552338,True,1,2,1,lost_cust
13602,True,1,1,2,lost_cust
12363,False,1,2,2,lost_cust
13579,True,3,2,2,star_cust
12580,False,1,1,2,lost_cust
13740,True,1,1,1,lost_cust
14894,True,1,1,2,lost_cust
16830,True,2,1,2,lost_cust
13142,True,3,1,1,new_cust
14850,True,1,1,1,lost_cust
12793,False,1,2,2,lost_cust
12915,True,1,2,2,lost_cust
14619,True,1,1,2,lost_cust
17508,False,1,1,1,lost_cust
16160,True,1,2,2,lost_cust
16758,True,1,1,2,lost_cust
16147,True,1,1,2,lost_cust
15777,True,1,3,2,lost_cust
13531,True,1,2,2,lost_cust
17045,True,1,2,1,lost_cust
17046,True,1,1,2,lost_cust
18024,True,1,2,1,lost_cust
13473,True,1,2,2,lost_cust
565455,True,1,2,1,lost_cust
15847,True,2,2,2,problem_cust
13300,True,1,1,2,lost_cust
16297,True,1,1,1,lost_cust
15852,True,1,2,1,lost_cust
16305,True,1,1,2,lost_cust
16826,True,2,1,2,lost_cust
14431,True,1,1,2,lost_cust
13075,True,1,1,2,lost_cust
541129,True,1,1,1,lost_cust
12464,False,3,3,2,star_cust
18006,True,3,1,2,new_cust
15047,True,1,1,2,lost_cust
14703,True,3,1,1,new_cust
13863,True,1,1,1,lost_cust
555325,True,1,2,1,lost_cust
13774,True,1,1,2,lost_cust
15695,True,1,2,2,lost_cust
15243,True,1,1,1,lost_cust
15153,True,2,1,1,lost_cust
13817,False,2,2,1,problem_cust
14453,True,1,1,1,lost_cust
13210,True,1,1,2,lost_cust
17031,True,3,2,2,star_cust
12558,False,,,,
13372,True,1,1,1,lost_cust
14697,True,1,2,1,lost_cust
16711,True,3,3,3,star_cust
17654,True,1,1,1,lost_cust
16499,True,1,2,2,lost_cust
12976,True,1,1,2,lost_cust
18274,True,,,,
17038,True,2,1,1,lost_cust
18250,True,1,1,2,lost_cust
14142,True,1,1,1,lost_cust
556090,True,1,2,1,lost_cust
17928,True,2,2,1,problem_cust
16034,True,1,3,2,lost_cust
539220,True,1,1,1,lost_cust
14021,True,1,3,2,lost_cust
16982,True,1,1,2,lost_cust
15130,True,1,1,1,lost_cust
539458,True,1,1,1,lost_cust
13504,True,1,1,1,lost_cust
15120,True,1,1,1,lost_cust
12733,False,1,1,2,lost_cust
16252,True,,,,
17951,True,2,3,2,problem_cust
568693,True,1,2,1,lost_cust
563547,False,1,2,2,lost_cust
14041,True,1,1,1,lost_cust
17767,True,3,1,1,new_cust
14098,True,2,1,1,lost_cust
15748,True,2,1,1,lost_cust
15969,True,3,3,2,star_cust
579546,True,3,2,1,new_cust
14104,True,1,2,1,lost_cust
14762,True,1,1,1,lost_cust
13589,True,3,2,2,star_cust
16079,True,3,3,3,star_cust
17934,True,2,2,2,problem_cust
14206,True,1,1,1,lost_cust
16135,True,1,1,2,lost_cust
15923,True,1,1,1,lost_cust
17977,True,2,1,1,lost_cust
17926,True,1,2,2,lost_cust
12538,False,2,1,1,lost_cust
15675,True,1,3,1,lost_cust
15781,True,2,3,2,problem_cust
15654,True,3,2,2,star_cust
16239,True,1,2,2,lost_cust
12639,False,1,1,2,lost_cust
15930,True,1,1,2,lost_cust
14220,True,1,2,2,lost_cust
12559,False,1,2,2,lost_cust
16071,True,2,1,2,lost_cust
17889,True,1,2,1,lost_cust
15652,True,1,1,1,lost_cust
12448,False,2,1,2,lost_cust
13323,True,3,3,2,star_cust
18027,True,1,1,1,lost_cust
15115,True,3,1,1,new_cust
570837,True,1,2,1,lost_cust
13927,True,1,1,2,lost_cust
17483,True,1,3,2,lost_cust
15308,True,1,1,1,lost_cust
18095,True,1,2,2,lost_cust
16967,True,1,1,2,lost_cust
13395,True,1,1,1,lost_cust
539650,True,1,1,1,lost_cust
15287,True,3,2,2,star_cust
16947,True,1,1,2,lost_cust
15279,True,1,1,1,lost_cust
17226,True,1,1,2,lost_cust
14350,True,1,1,1,lost_cust
16648,True,2,1,1,lost_cust
558835,True,1,2,1,lost_cust
12365,False,1,1,1,lost_cust
16697,True,1,1,1,lost_cust
15185,True,1,1,1,lost_cust
13345,True,1,1,2,lost_cust
13343,True,1,1,1,lost_cust
13332,True,3,1,2,new_cust
18154,True,3,2,2,star_cust
C571196,True,,,,
14974,True,2,1,1,lost_cust
556821,True,1,2,1,lost_cust
12498,False,3,2,2,star_cust
556515,True,1,2,1,lost_cust
13304,True,1,1,1,lost_cust
12493,False,1,2,2,lost_cust
18261,True,2,2,2,problem_cust
14555,True,1,2,1,lost_cust
13893,True,1,1,2,lost_cust
561091,True,1,2,1,lost_cust
12703,False,1,1,1,lost_cust
18053,True,1,1,1,lost_cust
15343,True,1,1,2,lost_cust
16425,True,1,1,1,lost_cust
537654,True,1,1,1,lost_cust
13239,True,1,1,1,lost_cust
14622,True,1,1,1,lost_cust
13220,True,1,3,2,lost_cust
13716,True,1,1,1,lost_cust
558117,True,1,2,1,lost_cust
14448,True,3,2,2,star_cust
12648,False,1,1,1,lost_cust
12790,False,1,1,1,lost_cust
15713,True,1,2,2,lost_cust
14015,True,2,1,2,lost_cust
570236,True,1,2,1,lost_cust
13364,True,,,,
18135,True,2,3,2,problem_cust
16339,True,1,1,1,lost_cust
16668,True,3,3,1,star_cust
12593,False,1,2,2,lost_cust
16627,True,1,1,2,lost_cust
16236,True,1,1,2,lost_cust
17510,True,2,1,1,lost_cust
12582,False,1,2,2,lost_cust
554957,True,1,2,1,lost_cust
16851,True,3,3,2,star_cust
13923,True,1,1,2,lost_cust
540828,True,1,1,1,lost_cust
14951,True,1,1,1,lost_cust
14247,True,1,1,1,lost_cust
16325,True,2,3,2,problem_cust
14950,True,3,1,2,new_cust
15210,True,1,1,1,lost_cust
13706,True,1,1,1,lost_cust
12564,False,1,1,2,lost_cust
13318,True,3,2,2,star_cust
13844,True,3,1,2,new_cust
12981,True,2,2,2,problem_cust
15825,True,1,1,2,lost_cust
12452,False,3,1,2,new_cust
14888,True,1,1,2,lost_cust
15148,True,3,1,1,new_cust
15010,True,2,1,1,lost_cust
538154,True,1,1,1,lost_cust
14633,True,1,1,2,lost_cust
13727,True,2,2,2,problem_cust
15557,True,2,1,2,lost_cust
12852,True,1,1,1,lost_cust
559514,True,1,2,1,lost_cust
13104,True,3,3,3,star_cust
18059,True,3,3,1,star_cust
17190,True,1,2,1,lost_cust
555321,True,1,2,1,lost_cust
12507,False,1,2,2,lost_cust
556086,True,1,2,1,lost_cust
16448,True,1,1,1,lost_cust
14855,True,1,2,2,lost_cust
14608,True,3,3,3,star_cust
12715,False,1,1,1,lost_cust
17155,True,3,2,1,star_cust
13497,True,1,2,1,lost_cust
15017,True,2,1,1,lost_cust
12612,False,1,1,1,lost_cust
C537251,True,,,,
12614,False,1,1,1,lost_cust
556188,True,1,2,1,lost_cust
13953,True,3,3,3,star_cust
15016,True,1,1,1,lost_cust
17140,True,1,1,2,lost_cust
17946,True,1,2,1,lost_cust
17761,True,2,1,2,lost_cust
13600,True,1,1,1,lost_cust
536756,True,1,1,1,lost_cust
18203,True,1,1,1,lost_cust
17237,True,3,2,1,new_cust
539746,True,1,1,1,lost_cust
15690,True,3,2,1,star_cust
14757,True,1,1,2,lost_cust
12544,False,2,1,1,lost_cust
16909,True,1,1,2,lost_cust
14747,True,1,1,1,lost_cust
14536,True,1,1,1,lost_cust
18222,True,1,1,2,lost_cust
13621,True,1,1,1,lost_cust
16855,True,2,2,2,problem_cust
12552,False,2,1,2,lost_cust
16948,True,1,3,2,lost_cust
15664,True,2,1,2,lost_cust
14476,True,1,1,1,lost_cust
17901,True,2,1,1,lost_cust
14496,True,1,2,2,lost_cust
15186,True,3,2,2,star_cust
557482,True,1,2,1,lost_cust
14538,True,1,2,2,lost_cust
13626,True,1,1,1,lost_cust
16483,True,1,1,1,lost_cust
16850,True,1,1,1,lost_cust
576646,False,2,2,2,problem_cust
17955,True,1,3,2,lost_cust
16566,True,3,3,2,star_cust
17438,True,1,1,2,lost_cust
18108,True,1,1,1,lost_cust
17453,True,3,2,2,star_cust
17457,True,1,3,3,lost_cust
18099,True,1,1,1,lost_cust
13899,True,3,2,2,star_cust
16473,True,1,3,1,lost_cust
13416,True,2,2,2,problem_cust
13837,True,1,2,1,lost_cust
561667,False,1,2,2,lost_cust
16157,True,3,3,2,star_cust
18056,True,1,1,2,lost_cust
16193,True,1,1,1,lost_cust
16207,True,2,1,2,lost_cust
13449,True,2,1,1,lost_cust
18040,True,3,2,2,star_cust
14264,True,1,2,2,lost_cust
18037,True,1,3,1,lost_cust
12650,False,3,1,1,new_cust
16318,True,2,1,2,lost_cust
16292,True,1,1,1,lost_cust
14333,True,1,1,2,lost_cust
16563,True,1,1,2,lost_cust
16715,True,1,1,1,lost_cust
17356,True,1,1,1,lost_cust
12566,False,1,1,1,lost_cust
12956,True,1,1,1,lost_cust
15261,True,1,1,1,lost_cust
15949,True,3,2,2,star_cust
576828,True,3,2,1,new_cust
16781,True,1,1,1,lost_cust
17697,True,1,1,2,lost_cust
541128,True,1,1,1,lost_cust
15623,True,1,1,1,lost_cust
15193,True,1,1,2,lost_cust
13329,True,2,2,2,problem_cust
17691,True,1,2,1,lost_cust
13887,True,1,1,2,lost_cust
15912,True,1,2,1,lost_cust
12643,False,1,3,3,lost_cust
14348,True,1,1,2,lost_cust
575759,False,2,2,1,problem_cust
18193,True,1,1,1,lost_cust
13917,True,2,2,1,problem_cust
555323,True,1,2,1,lost_cust
14513,True,1,3,2,lost_cust
14517,True,2,2,2,problem_cust
12718,False,1,1,1,lost_cust
13874,True,1,1,2,lost_cust
12834,True,1,1,1,lost_cust
14528,True,2,1,2,lost_cust
14479,True,1,2,1,lost_cust
12763,False,1,2,2,lost_cust
542936,True,1,1,1,lost_cust
18105,True,2,1,1,lost_cust
17940,True,2,3,3,problem_cust
12492,False,1,2,1,lost_cust
18142,True,1,2,2,lost_cust
15699,True,3,1,1,new_cust
13466,True,1,1,1,lost_cust
16366,True,3,1,1,new_cust
561090,True,1,2,1,lost_cust
16217,True,1,2,1,lost_cust
15621,True,3,3,3,new_cust
17120,True,1,1,1,lost_cust
15863,True,2,2,1,problem_cust
16423,True,2,1,2,lost_cust
13502,True,3,2,1,star_cust
13045,True,1,1,1,lost_cust
17693,True,1,1,1,lost_cust
14886,True,1,1,2,lost_cust
16109,True,1,2,2,lost_cust
15776,True,1,1,1,lost_cust
16149,True,3,2,1,star_cust
13494,True,1,1,1,lost_cust
14905,True,1,2,2,lost_cust
15938,True,1,3,2,lost_cust
17253,True,3,1,1,new_cust
17732,True,1,1,1,lost_cust
16202,True,1,1,2,lost_cust
14972,True,1,1,1,lost_cust
16482,True,3,1,1,new_cust
13411,True,1,1,1,lost_cust
559515,True,1,2,1,lost_cust
16091,True,1,2,1,lost_cust
13083,True,3,2,1,star_cust
16796,True,1,1,1,lost_cust
15520,True,3,1,2,new_cust
15254,True,1,1,1,lost_cust
17666,True,3,2,2,star_cust
15107,True,1,3,1,lost_cust
13369,True,1,1,1,lost_cust
15609,True,1,1,1,lost_cust
16260,True,2,1,2,lost_cust
17501,True,1,2,1,lost_cust
13052,True,1,1,2,lost_cust
16956,True,3,1,1,new_cust
14881,True,3,1,1,new_cust
17548,True,,,,
13897,True,2,1,1,lost_cust
17343,True,1,1,1,lost_cust
14828,True,1,3,3,lost_cust
15552,True,1,1,1,lost_cust
13146,True,2,1,1,lost_cust
12953,True,3,1,1,new_cust
14581,True,3,1,1,new_cust
12519,False,1,1,1,lost_cust
13503,True,1,1,1,lost_cust
18120,True,1,1,1,lost_cust
18081,True,2,3,2,problem_cust
17498,True,1,1,1,lost_cust
17456,True,1,1,1,lost_cust
12623,False,1,1,1,lost_cust
14618,True,3,3,2,star_cust
17856,True,3,3,3,star_cust
18185,True,1,1,1,lost_cust
16660,True,3,3,2,star_cust
16517,True,1,1,1,lost_cust
538678,True,1,1,1,lost_cust
16528,True,3,1,1,new_cust
16552,True,1,2,2,lost_cust
16555,True,2,2,1,problem_cust
14339,True,1,1,1,lost_cust
14460,True,1,2,2,lost_cust
13984,True,2,3,2,problem_cust
16281,True,1,1,3,lost_cust
12358,False,3,2,2,star_cust
556924,False,1,2,1,lost_cust
12787,False,3,2,2,star_cust
15181,True,1,3,2,lost_cust
13328,True,1,1,3,lost_cust
14427,True,2,2,2,problem_cust
17855,True,1,1,1,lost_cust
14491,True,1,2,2,lost_cust
16478,True,2,3,2,problem_cust
13763,True,1,1,3,lost_cust
559040,True,1,2,1,lost_cust
15424,True,1,2,1,lost_cust
13803,True,1,1,1,lost_cust
13460,True,2,2,1,problem_cust
13791,True,1,2,2,lost_cust
13930,True,1,2,2,lost_cust
13453,True,1,2,2,lost_cust
559692,True,1,2,1,lost_cust
14522,True,2,3,2,problem_cust
570475,True,1,2,1,lost_cust
15363,True,1,1,1,lost_cust
13781,True,1,1,1,lost_cust
14288,True,1,1,2,lost_cust
15346,True,1,1,1,lost_cust
15341,True,1,1,3,lost_cust
16433,True,2,1,1,lost_cust
558120,True,1,2,1,lost_cust
13177,True,1,1,1,lost_cust
15604,True,2,1,1,lost_cust
554959,True,1,2,1,lost_cust
15820,True,1,1,1,lost_cust
13856,True,1,3,2,lost_cust
17816,True,2,3,1,problem_cust
12527,False,1,2,1,lost_cust
12531,False,3,1,1,new_cust
14737,True,3,3,3,star_cust
13886,True,1,1,1,lost_cust
14126,True,3,3,2,new_cust
548604,True,1,2,1,lost_cust
17018,True,2,2,2,problem_cust
16498,True,1,2,1,lost_cust
12375,False,3,2,2,star_cust
560283,False,1,2,1,lost_cust
18149,True,2,3,2,problem_cust
557497,True,1,2,1,lost_cust
15497,True,3,2,3,star_cust
13245,True,2,1,2,lost_cust
13419,True,1,1,1,lost_cust
13990,True,1,1,1,lost_cust
16124,True,1,1,1,lost_cust
16123,True,2,1,1,lost_cust
16119,True,3,2,2,star_cust
17678,True,1,1,1,lost_cust
16112,True,1,2,1,lost_cust
539300,True,1,1,1,lost_cust
15885,True,1,1,2,lost_cust
15127,True,1,1,2,lost_cust
557151,True,1,2,1,lost_cust
15280,True,1,1,1,lost_cust
13678,True,1,1,1,lost_cust
16957,True,1,2,1,lost_cust
17354,True,2,1,3,lost_cust
15319,True,1,1,1,lost_cust
13226,True,1,1,1,lost_cust
14932,False,1,1,1,lost_cust
16321,False,1,3,1,lost_cust
18251,True,1,1,3,lost_cust
13932,True,1,1,1,lost_cust
16313,True,3,2,1,star_cust
17171,True,1,1,1,lost_cust
546763,True,1,2,1,lost_cust
17239,True,1,1,2,lost_cust
18276,True,2,1,2,lost_cust
14518,True,1,1,1,lost_cust
13592,True,2,3,1,problem_cust
14242,True,1,2,1,lost_cust
17256,True,1,2,1,lost_cust
